dteday,cnt,temp,hum,season,yr,mnth,holiday,weekday,workingday,weathersit,atemp,windspeed,casual,registered,instant
2012-06-20,6211,0.7825,0.592083,2,1,6,0,3,1,1,0.720975,0.113812,872,5339,537
2012-06-22,5823,0.7775,0.57375,3,1,6,0,5,1,1,0.724121,0.182842,964,4859,539
2012-06-25,6779,0.715833,0.504167,3,1,6,0,1,1,1,0.654042,0.300383,1139,5640,542
2012-06-26,7442,0.630833,0.373333,3,1,6,0,2,1,1,0.594704,0.347642,1077,6365,543
2012-06-27,7335,0.6975,0.36,3,1,6,0,3,1,1,0.640792,0.271775,1077,6258,544
2012-06-29,5463,0.834167,0.48875,3,1,6,0,5,1,1,0.786613,0.165417,829,4634,546
2012-07-01,5531,0.815833,0.51875,3,1,7,0,0,0,1,0.750629,0.168529,1421,4110,548
2012-07-03,6660,0.780833,0.492083,3,1,7,0,2,1,1,0.70265,0.126237,1052,5608,550
2012-07-04,7403,0.789167,0.53875,3,1,7,1,3,0,1,0.732337,0.13495,2562,4841,551
2012-07-08,4672,0.8225,0.57375,3,1,7,0,0,0,1,0.790396,0.125629,1203,3469,555
2012-07-11,7264,0.716667,0.633333,3,1,7,0,3,1,1,0.650271,0.151733,975,6289,558
2012-07-13,7499,0.731667,0.485833,3,1,7,0,5,1,2,0.667933,0.08085,1511,5988,560
2012-07-22,7410,0.6675,0.7625,3,1,7,0,0,0,2,0.623125,0.0939208,2544,4866,569
2012-07-23,6966,0.741667,0.694167,3,1,7,0,1,1,1,0.690017,0.138683,1135,5831,570
2012-07-25,8173,0.724167,0.45,3,1,7,0,3,1,1,0.654054,0.1648,1383,6790,572
2012-07-26,6861,0.776667,0.596667,3,1,7,0,4,1,1,0.739263,0.284813,1036,5825,573
2012-08-01,7580,0.7175,0.6775,3,1,8,0,3,1,1,0.667308,0.141179,1074,6506,579
2012-08-03,7175,0.765833,0.6425,3,1,8,0,5,1,2,0.722867,0.215792,1328,5847,581
2012-08-05,5464,0.769167,0.6525,3,1,8,0,0,0,1,0.731079,0.290421,1707,3757,583
2012-08-08,7534,0.75,0.672917,3,1,8,0,3,1,2,0.707717,0.1107,1263,6271,586
2012-08-10,5786,0.715833,0.715833,3,1,8,0,5,1,2,0.667942,0.238813,1065,4721,588
2012-08-11,6299,0.6925,0.732917,3,1,8,0,6,0,2,0.638267,0.206479,2247,4052,589
2012-08-12,6544,0.700833,0.530417,3,1,8,0,0,0,1,0.644579,0.122512,2182,4362,590
2012-08-13,6883,0.720833,0.545417,3,1,8,0,1,1,1,0.662254,0.136212,1207,5676,591
2012-08-17,7148,0.723333,0.570833,3,1,8,0,5,1,1,0.2424,0.231354,1483,5665,595
2012-08-18,7865,0.678333,0.603333,3,1,8,0,6,0,1,0.618071,0.177867,2827,5038,596
2012-08-20,6530,0.635833,0.734167,3,1,8,0,1,1,2,0.595967,0.129979,1026,5504,598
2012-08-21,7006,0.649167,0.67375,3,1,8,0,2,1,1,0.601025,0.0727708,1081,5925,599
2012-08-22,7375,0.6675,0.677083,3,1,8,0,3,1,1,0.621854,0.0702833,1094,6281,600
2012-08-24,7582,0.7025,0.615,3,1,8,0,5,1,2,0.6471,0.0721458,1325,6257,602
2012-08-25,6053,0.661667,0.712917,3,1,8,0,6,0,2,0.618696,0.244408,1829,4224,603
2012-08-26,5255,0.653333,0.845833,3,1,8,0,0,0,2,0.595996,0.228858,1483,3772,604
2012-08-28,7040,0.728333,0.62,3,1,8,0,2,1,1,0.66605,0.190925,935,6105,606
2012-08-29,7697,0.685,0.552083,3,1,8,0,3,1,1,0.635733,0.112562,1177,6520,607
2012-08-30,7713,0.706667,0.590417,3,1,8,0,4,1,1,0.652779,0.0771167,1172,6541,608
2012-09-02,5810,0.696667,0.815,3,1,9,0,0,0,2,0.649,0.0640708,2613,3197,611
2012-09-03,6034,0.7075,0.790833,3,1,9,1,1,0,1,0.661629,0.151121,1965,4069,612
2012-09-11,7767,0.5775,0.52,3,1,9,0,2,1,1,0.554292,0.0920542,1070,6697,620
2012-09-16,7333,0.58,0.57,3,1,9,0,0,0,1,0.563125,0.0901833,2166,5167,625
2012-09-18,4073,0.623333,0.8725,3,1,9,0,2,1,2,0.565067,0.357587,371,3702,627
2012-09-19,7591,0.5525,0.536667,3,1,9,0,3,1,1,0.540404,0.215175,788,6803,628
2012-09-21,8167,0.599167,0.66875,3,1,9,0,5,1,1,0.571971,0.154229,1250,6917,630
2012-09-24,7436,0.514167,0.492917,4,1,9,0,1,1,1,0.502513,0.142404,1001,6435,633
2012-09-25,7538,0.55,0.57,4,1,9,0,2,1,1,0.544179,0.236321,845,6693,634
2012-09-26,7733,0.635,0.630833,4,1,9,0,3,1,1,0.596613,0.2444,787,6946,635
2012-09-28,7415,0.619167,0.69,4,1,9,0,5,1,2,0.585863,0.164179,1045,6370,637
2012-09-29,8555,0.5425,0.542917,4,1,9,0,6,0,1,0.530296,0.227604,2589,5966,638
2012-10-01,6778,0.520833,0.649167,4,1,10,0,1,1,2,0.512,0.0908042,763,6015,640
2012-10-03,7572,0.6575,0.79375,4,1,10,0,3,1,2,0.599133,0.0665458,728,6844,642
2012-10-05,8156,0.615,0.6275,4,1,10,0,5,1,1,0.580187,0.10635,1516,6640,644
2012-10-11,7570,0.435,0.463333,4,1,10,0,4,1,1,0.431167,0.181596,834,6736,650
2012-10-12,7282,0.4375,0.539167,4,1,10,0,5,1,1,0.433071,0.235092,1060,6222,651
2012-10-15,5875,0.561667,0.7075,4,1,10,0,1,1,2,0.53915,0.296037,760,5115,654
2012-10-16,7534,0.468333,0.558333,4,1,10,0,2,1,1,0.460846,0.182221,922,6612,655
2012-10-17,7461,0.455833,0.692917,4,1,10,0,3,1,1,0.450108,0.101371,979,6482,656
2012-10-18,7509,0.5225,0.728333,4,1,10,0,4,1,2,0.512625,0.236937,1008,6501,657
2012-10-22,7058,0.4875,0.568333,4,1,10,0,1,1,1,0.482942,0.0814833,830,6228,661
2012-10-26,7444,0.545833,0.807083,4,1,10,0,5,1,2,0.52275,0.132467,1182,6262,665
2012-10-27,7852,0.53,0.72,4,1,10,0,6,0,2,0.515133,0.235692,2643,5209,666
2012-10-29,22,0.44,0.88,4,1,10,0,1,1,3,0.4394,0.3582,2,20,668
2012-11-01,5986,0.365833,0.581667,4,1,11,0,4,1,2,0.369942,0.157346,466,5520,671
2012-11-06,5686,0.280833,0.567083,4,1,11,0,2,1,1,0.281567,0.173513,466,5220,676
2012-11-08,5315,0.352174,0.333478,4,1,11,0,4,1,1,0.341891,0.347835,340,4975,678
2012-11-09,5992,0.361667,0.540833,4,1,11,0,5,1,1,0.355413,0.214558,709,5283,679
2012-11-13,4094,0.343333,0.662917,4,1,11,0,2,1,2,0.323225,0.342046,327,3767,683
2012-11-14,5495,0.289167,0.552083,4,1,11,0,3,1,1,0.281563,0.199625,373,5122,684
2012-11-15,5445,0.321667,0.620417,4,1,11,0,4,1,2,0.324492,0.152987,320,5125,685
2012-11-16,5698,0.345,0.524583,4,1,11,0,5,1,1,0.347204,0.171025,484,5214,686
2012-11-19,5499,0.380833,0.623333,4,1,11,0,1,1,2,0.375621,0.235067,449,5050,689
2012-11-20,5634,0.374167,0.685,4,1,11,0,2,1,2,0.380667,0.082725,534,5100,690
2012-11-21,5146,0.353333,0.61375,4,1,11,0,3,1,1,0.364892,0.103246,615,4531,691
2012-11-28,5260,0.296667,0.50625,4,1,11,0,3,1,1,0.289762,0.210821,198,5062,698
2012-11-29,5323,0.28087,0.555652,4,1,11,0,4,1,1,0.298422,0.115522,243,5080,699
2012-11-30,5668,0.298333,0.649583,4,1,11,0,5,1,1,0.323867,0.0584708,362,5306,700
2012-12-03,6234,0.4525,0.7675,4,1,12,0,1,1,1,0.455796,0.0827208,555,5679,703
2012-12-04,6606,0.475833,0.73375,4,1,12,0,2,1,1,0.469054,0.174129,551,6055,704
2012-12-12,5319,0.2975,0.538333,4,1,12,0,3,1,2,0.297338,0.162937,310,5009,712
2012-12-13,5532,0.295833,0.485833,4,1,12,0,4,1,1,0.294188,0.174129,425,5107,713
2012-12-16,3786,0.3625,0.83875,4,1,12,0,0,0,2,0.369938,0.100742,538,3248,716
2012-12-18,5557,0.410833,0.66625,4,1,12,0,2,1,1,0.409708,0.221404,433,5124,718
2012-12-19,5267,0.3325,0.625417,4,1,12,0,3,1,1,0.342162,0.184092,333,4934,719
2012-12-21,3623,0.326667,0.556667,1,1,12,0,5,1,2,0.301767,0.374383,221,3402,721
2012-12-23,1787,0.245833,0.515417,1,1,12,0,0,0,1,0.259471,0.133083,408,1379,723
2012-12-24,920,0.231304,0.791304,1,1,12,0,1,1,2,0.2589,0.0772304,174,746,724
2012-12-27,2114,0.254167,0.652917,1,1,12,0,4,1,2,0.226642,0.350133,247,1867,727
2012-12-28,3095,0.253333,0.59,1,1,12,0,5,1,2,0.255046,0.155471,644,2451,728
2012-12-30,1796,0.255833,0.483333,1,1,12,0,0,0,1,0.2317,0.350754,364,1432,730
2012-12-31,2729,0.215833,0.5775,1,1,12,0,1,1,2,0.223487,0.154846,439,2290,731
